episode_id	env_time	agent_id	action
Test_03_Level_0	7	4	2
Test_03_Level_0	7	5	2
Test_03_Level_0	7	6	2
Test_03_Level_0	7	7	2
Test_03_Level_0	7	8	2
Test_03_Level_0	7	9	2
Test_03_Level_0	7	10	2
Test_03_Level_0	7	11	2
Test_03_Level_0	7	12	2
Test_03_Level_0	7	13	2
Test_03_Level_0	7	14	2
Test_03_Level_0	7	15	2
Test_03_Level_0	7	16	2
Test_03_Level_0	7	17	2
Test_03_Level_0	7	18	2
Test_03_Level_0	7	19	2
Test_03_Level_0	7	20	2
Test_03_Level_0	7	21	2
Test_03_Level_0	7	22	2
Test_03_Level_0	7	23	2
Test_03_Level_0	7	24	2
Test_03_Level_0	7	25	2
Test_03_Level_0	7	26	2
Test_03_Level_0	7	27	2
Test_03_Level_0	7	28	2
Test_03_Level_0	7	29	2
Test_03_Level_0	7	30	2
Test_03_Level_0	7	31	2
Test_03_Level_0	7	32	2
Test_03_Level_0	7	33	2
Test_03_Level_0	7	34	2
Test_03_Level_0	7	35	2
Test_03_Level_0	7	36	2
Test_03_Level_0	7	37	2
Test_03_Level_0	7	38	2
Test_03_Level_0	7	39	2
Test_03_Level_0	7	40	2
Test_03_Level_0	7	41	2
Test_03_Level_0	7	42	2
Test_03_Level_0	7	43	2
Test_03_Level_0	7	44	2
Test_03_Level_0	7	45	2
Test_03_Level_0	7	46	2
Test_03_Level_0	7	47	2
Test_03_Level_0	7	48	2
Test_03_Level_0	7	49	2
Test_03_Level_0	8	0	2
Test_03_Level_0	8	1	2
Test_03_Level_0	8	2	2
Test_03_Level_0	8	3	2
Test_03_Level_0	8	4	2
Test_03_Level_0	8	5	2
Test_03_Level_0	8	6	2
Test_03_Level_0	8	7	2
Test_03_Level_0	8	8	2
Test_03_Level_0	8	9	2
Test_03_Level_0	8	10	2
Test_03_Level_0	8	11	2
Test_03_Level_0	8	12	2
Test_03_Level_0	8	13	2
Test_03_Level_0	8	14	2
Test_03_Level_0	8	15	2
Test_03_Level_0	8	16	2
Test_03_Level_0	8	17	2
Test_03_Level_0	8	18	2
Test_03_Level_0	8	19	2
Test_03_Level_0	8	20	2
Test_03_Level_0	8	21	2
Test_03_Level_0	8	22	2
Test_03_Level_0	8	23	2
Test_03_Level_0	8	24	2
Test_03_Level_0	8	25	2
Test_03_Level_0	8	26	2
Test_03_Level_0	8	27	2
Test_03_Level_0	8	28	2
Test_03_Level_0	8	29	2
Test_03_Level_0	8	30	2
Test_03_Level_0	8	31	2
Test_03_Level_0	8	32	2
Test_03_Level_0	8	33	2
Test_03_Level_0	8	34	2
Test_03_Level_0	8	35	2
Test_03_Level_0	8	36	2
Test_03_Level_0	8	37	2
Test_03_Level_0	8	38	2
Test_03_Level_0	8	39	2
Test_03_Level_0	8	40	2
Test_03_Level_0	8	41	2
Test_03_Level_0	8	42	1
Test_03_Level_0	8	43	2
Test_03_Level_0	8	44	2
Test_03_Level_0	8	45	2
Test_03_Level_0	8	46	2
Test_03_Level_0	8	47	2
Test_03_Level_0	8	48	2
Test_03_Level_0	8	49	2
Test_03_Level_0	9	0	2
Test_03_Level_0	9	1	2
Test_03_Level_0	9	2	2
Test_03_Level_0	9	3	2
Test_03_Level_0	9	4	2
Test_03_Level_0	9	5	2
Test_03_Level_0	9	6	2
Test_03_Level_0	9	7	2
Test_03_Level_0	9	8	2
Test_03_Level_0	9	9	2
Test_03_Level_0	9	10	2
Test_03_Level_0	9	11	2
Test_03_Level_0	9	12	2
Test_03_Level_0	9	13	2
Test_03_Level_0	9	14	2
Test_03_Level_0	9	15	2
Test_03_Level_0	9	16	2
Test_03_Level_0	9	17	2
Test_03_Level_0	9	18	2
Test_03_Level_0	9	19	2
Test_03_Level_0	9	20	2
Test_03_Level_0	9	21	2
Test_03_Level_0	9	22	2
Test_03_Level_0	9	23	2
Test_03_Level_0	9	24	2
Test_03_Level_0	9	25	2
Test_03_Level_0	9	26	2
Test_03_Level_0	9	27	2
Test_03_Level_0	9	28	2
Test_03_Level_0	9	29	2
Test_03_Level_0	9	30	2
Test_03_Level_0	9	31	2
Test_03_Level_0	9	32	2
Test_03_Level_0	9	33	2
Test_03_Level_0	9	34	2
Test_03_Level_0	9	35	2
Test_03_Level_0	9	36	2
Test_03_Level_0	9	37	2
Test_03_Level_0	9	38	2
Test_03_Level_0	9	39	2
Test_03_Level_0	9	40	2
Test_03_Level_0	9	41	2
Test_03_Level_0	9	42	1
Test_03_Level_0	9	43	2
Test_03_Level_0	9	44	2
Test_03_Level_0	9	45	2
Test_03_Level_0	9	46	2
Test_03_Level_0	9	47	2
Test_03_Level_0	9	48	2
Test_03_Level_0	9	49	2
Test_03_Level_0	10	0	2
Test_03_Level_0	10	1	2
Test_03_Level_0	10	2	2
Test_03_Level_0	10	3	2
Test_03_Level_0	10	4	2
Test_03_Level_0	10	5	2
Test_03_Level_0	10	6	2
Test_03_Level_0	10	7	2
Test_03_Level_0	10	8	2
Test_03_Level_0	10	9	2
Test_03_Level_0	10	10	2
Test_03_Level_0	10	11	2
Test_03_Level_0	10	12	2
Test_03_Level_0	10	13	2
Test_03_Level_0	10	14	2
Test_03_Level_0	10	15	2
Test_03_Level_0	10	16	2
Test_03_Level_0	10	17	2
Test_03_Level_0	10	18	2
Test_03_Level_0	10	19	2
Test_03_Level_0	10	20	2
Test_03_Level_0	10	21	2
Test_03_Level_0	10	22	2
Test_03_Level_0	10	23	2
Test_03_Level_0	10	24	2
Test_03_Level_0	10	25	2
Test_03_Level_0	10	26	2
Test_03_Level_0	10	27	2
Test_03_Level_0	10	28	2
Test_03_Level_0	10	29	2
Test_03_Level_0	10	30	2
Test_03_Level_0	10	31	2
Test_03_Level_0	10	32	2
Test_03_Level_0	10	33	2
Test_03_Level_0	10	34	2
Test_03_Level_0	10	35	2
Test_03_Level_0	10	36	2
Test_03_Level_0	10	37	2
Test_03_Level_0	10	38	2
Test_03_Level_0	10	39	2
Test_03_Level_0	10	40	2
Test_03_Level_0	10	41	2
Test_03_Level_0	10	42	1
Test_03_Level_0	10	43	2
Test_03_Level_0	10	44	2
Test_03_Level_0	10	45	2
Test_03_Level_0	10	46	2
Test_03_Level_0	10	47	2
Test_03_Level_0	10	48	2
Test_03_Level_0	10	49	2
Test_03_Level_0	11	0	2
Test_03_Level_0	11	1	2
Test_03_Level_0	11	2	2
Test_03_Level_0	11	3	2
Test_03_Level_0	11	4	2
Test_03_Level_0	11	5	2
Test_03_Level_0	11	6	2
Test_03_Level_0	11	7	2
Test_03_Level_0	11	8	2
Test_03_Level_0	11	9	2
Test_03_Level_0	11	10	2
Test_03_Level_0	11	11	2
Test_03_Level_0	11	12	2
Test_03_Level_0	11	13	2
Test_03_Level_0	11	14	2
Test_03_Level_0	11	15	2
Test_03_Level_0	11	16	2
Test_03_Level_0	11	17	2
Test_03_Level_0	11	18	2
Test_03_Level_0	11	19	2
Test_03_Level_0	11	20	2
Test_03_Level_0	11	21	2
Test_03_Level_0	11	22	2
Test_03_Level_0	11	23	2
Test_03_Level_0	11	24	2
Test_03_Level_0	11	25	2
Test_03_Level_0	11	26	2
Test_03_Level_0	11	27	2
Test_03_Level_0	11	28	2
Test_03_Level_0	11	29	2
Test_03_Level_0	11	30	2
Test_03_Level_0	11	31	2
Test_03_Level_0	11	32	2
Test_03_Level_0	11	33	2
Test_03_Level_0	11	34	2
Test_03_Level_0	11	35	2
Test_03_Level_0	11	36	2
Test_03_Level_0	11	37	2
Test_03_Level_0	11	38	2
Test_03_Level_0	11	39	2
Test_03_Level_0	11	40	2
Test_03_Level_0	11	41	2
Test_03_Level_0	11	42	2
Test_03_Level_0	11	43	2
Test_03_Level_0	11	44	2
Test_03_Level_0	11	45	2
Test_03_Level_0	11	46	2
Test_03_Level_0	11	47	2
Test_03_Level_0	11	48	2
Test_03_Level_0	11	49	2
Test_03_Level_0	12	0	2
Test_03_Level_0	12	1	2
Test_03_Level_0	12	2	2
Test_03_Level_0	12	3	2
Test_03_Level_0	12	4	2
Test_03_Level_0	12	5	2
Test_03_Level_0	12	6	2
Test_03_Level_0	12	7	2
Test_03_Level_0	12	8	2
Test_03_Level_0	12	9	2
Test_03_Level_0	12	10	2
Test_03_Level_0	12	11	2
Test_03_Level_0	12	12	2
Test_03_Level_0	12	13	2
Test_03_Level_0	12	14	2
Test_03_Level_0	12	15	2
Test_03_Level_0	12	16	2
Test_03_Level_0	12	17	2
Test_03_Level_0	12	18	2
Test_03_Level_0	12	19	2
Test_03_Level_0	12	20	2
Test_03_Level_0	12	21	2
Test_03_Level_0	12	22	2
Test_03_Level_0	12	23	2
Test_03_Level_0	12	24	2
Test_03_Level_0	12	25	2
Test_03_Level_0	12	26	2
Test_03_Level_0	12	27	2
Test_03_Level_0	12	28	2
Test_03_Level_0	12	29	2
Test_03_Level_0	12	30	2
Test_03_Level_0	12	31	2
Test_03_Level_0	12	32	2
Test_03_Level_0	12	33	2
Test_03_Level_0	12	34	2
Test_03_Level_0	12	35	2
Test_03_Level_0	12	36	2
Test_03_Level_0	12	37	2
Test_03_Level_0	12	38	2
Test_03_Level_0	12	39	2
Test_03_Level_0	12	40	2
Test_03_Level_0	12	41	2
Test_03_Level_0	12	42	2
Test_03_Level_0	12	43	2
Test_03_Level_0	12	44	2
Test_03_Level_0	12	45	2
Test_03_Level_0	12	46	2
Test_03_Level_0	12	47	2
Test_03_Level_0	12	48	2
Test_03_Level_0	12	49	2
Test_03_Level_0	13	0	2
Test_03_Level_0	13	1	2
Test_03_Level_0	13	2	2
Test_03_Level_0	13	3	2
Test_03_Level_0	13	4	2
Test_03_Level_0	13	5	2
Test_03_Level_0	13	6	2
Test_03_Level_0	13	7	2
Test_03_Level_0	13	8	2
Test_03_Level_0	13	9	2
Test_03_Level_0	13	10	2
Test_03_Level_0	13	11	2
Test_03_Level_0	13	12	2
Test_03_Level_0	13	13	2
Test_03_Level_0	13	14	2
Test_03_Level_0	13	15	2
Test_03_Level_0	13	16	2
Test_03_Level_0	13	17	2
Test_03_Level_0	13	18	2
Test_03_Level_0	13	19	2
Test_03_Level_0	13	20	2
Test_03_Level_0	13	21	2
Test_03_Level_0	13	22	2
Test_03_Level_0	13	23	2
Test_03_Level_0	13	24	2
Test_03_Level_0	13	25	2
Test_03_Level_0	13	26	2
Test_03_Level_0	13	27	2
Test_03_Level_0	13	28	2
Test_03_Level_0	13	29	2
Test_03_Level_0	13	30	2
Test_03_Level_0	13	31	2
Test_03_Level_0	13	32	2
Test_03_Level_0	13	33	2
Test_03_Level_0	13	34	2
Test_03_Level_0	13	35	2
Test_03_Level_0	13	36	2
Test_03_Level_0	13	37	2
Test_03_Level_0	13	38	2
Test_03_Level_0	13	39	2
Test_03_Level_0	13	40	2
Test_03_Level_0	13	41	2
Test_03_Level_0	13	42	2
Test_03_Level_0	13	43	2
Test_03_Level_0	13	44	2
Test_03_Level_0	13	45	2
Test_03_Level_0	13	46	2
Test_03_Level_0	13	47	2
Test_03_Level_0	13	48	2
Test_03_Level_0	13	49	2
Test_03_Level_0	14	0	2
Test_03_Level_0	14	1	2
Test_03_Level_0	14	2	2
Test_03_Level_0	14	3	2
Test_03_Level_0	14	4	2
Test_03_Level_0	14	5	2
Test_03_Level_0	14	6	2
Test_03_Level_0	14	7	2
Test_03_Level_0	14	8	2
Test_03_Level_0	14	9	2
Test_03_Level_0	14	10	2
Test_03_Level_0	14	11	2
Test_03_Level_0	14	12	2
Test_03_Level_0	14	13	2
Test_03_Level_0	14	14	2
Test_03_Level_0	14	15	2
Test_03_Level_0	14	16	2
Test_03_Level_0	14	17	2
Test_03_Level_0	14	18	2
Test_03_Level_0	14	19	2
Test_03_Level_0	14	20	2
Test_03_Level_0	14	21	2
Test_03_Level_0	14	22	2
Test_03_Level_0	14	23	2
Test_03_Level_0	14	24	2
Test_03_Level_0	14	25	2
Test_03_Level_0	14	26	2
Test_03_Level_0	14	27	2
Test_03_Level_0	14	28	2
Test_03_Level_0	14	29	2
Test_03_Level_0	14	30	2
Test_03_Level_0	14	31	2
Test_03_Level_0	14	32	2
Test_03_Level_0	14	33	2
Test_03_Level_0	14	34	2
Test_03_Level_0	14	35	2
Test_03_Level_0	14	36	2
Test_03_Level_0	14	37	2
Test_03_Level_0	14	38	2
Test_03_Level_0	14	39	2
Test_03_Level_0	14	40	2
Test_03_Level_0	14	41	2
Test_03_Level_0	14	42	2
Test_03_Level_0	14	43	2
Test_03_Level_0	14	44	2
Test_03_Level_0	14	45	2
Test_03_Level_0	14	46	2
Test_03_Level_0	14	47	2
Test_03_Level_0	14	48	2
Test_03_Level_0	14	49	2
Test_03_Level_0	15	0	2
Test_03_Level_0	15	1	2
Test_03_Level_0	15	2	2
Test_03_Level_0	15	3	2
Test_03_Level_0	15	4	2
Test_03_Level_0	15	5	2
Test_03_Level_0	15	6	2
Test_03_Level_0	15	7	2
Test_03_Level_0	15	8	2
Test_03_Level_0	15	9	2
Test_03_Level_0	15	10	2
Test_03_Level_0	15	11	2
Test_03_Level_0	15	12	2
Test_03_Level_0	15	13	2
Test_03_Level_0	15	14	2
Test_03_Level_0	15	15	2
Test_03_Level_0	15	16	2
Test_03_Level_0	15	17	2
Test_03_Level_0	15	18	2
Test_03_Level_0	15	19	2
Test_03_Level_0	15	20	2
Test_03_Level_0	15	21	2
Test_03_Level_0	15	22	2
Test_03_Level_0	15	23	2
Test_03_Level_0	15	24	2
Test_03_Level_0	15	25	2
Test_03_Level_0	15	26	2
Test_03_Level_0	15	27	2
Test_03_Level_0	15	28	2
Test_03_Level_0	15	29	2
Test_03_Level_0	15	30	2
Test_03_Level_0	15	31	2
Test_03_Level_0	15	32	2
Test_03_Level_0	15	33	2
Test_03_Level_0	15	34	2
Test_03_Level_0	15	35	2
Test_03_Level_0	15	36	2
Test_03_Level_0	15	37	2
Test_03_Level_0	15	38	2
Test_03_Level_0	15	39	2
Test_03_Level_0	15	40	2
Test_03_Level_0	15	41	2
Test_03_Level_0	15	42	2
Test_03_Level_0	15	43	2
Test_03_Level_0	15	44	2
Test_03_Level_0	15	45	2
Test_03_Level_0	15	46	2
Test_03_Level_0	15	47	2
Test_03_Level_0	15	48	2
Test_03_Level_0	15	49	2
Test_03_Level_0	16	0	2
Test_03_Level_0	16	1	2
Test_03_Level_0	16	2	2
Test_03_Level_0	16	3	2
Test_03_Level_0	16	4	2
Test_03_Level_0	16	5	2
Test_03_Level_0	16	6	2
Test_03_Level_0	16	7	2
Test_03_Level_0	16	8	2
Test_03_Level_0	16	9	2
Test_03_Level_0	16	10	2
Test_03_Level_0	16	11	2
Test_03_Level_0	16	12	2
Test_03_Level_0	16	13	2
Test_03_Level_0	16	14	2
Test_03_Level_0	16	15	2
Test_03_Level_0	16	16	2
Test_03_Level_0	16	17	2
Test_03_Level_0	16	18	2
Test_03_Level_0	16	19	2
Test_03_Level_0	16	20	2
Test_03_Level_0	16	21	2
Test_03_Level_0	16	22	2
Test_03_Level_0	16	23	2
Test_03_Level_0	16	24	2
Test_03_Level_0	16	25	2
Test_03_Level_0	16	26	2
Test_03_Level_0	16	27	2
Test_03_Level_0	16	28	2
Test_03_Level_0	16	29	2
Test_03_Level_0	16	30	2
Test_03_Level_0	16	31	2
Test_03_Level_0	16	32	2
Test_03_Level_0	16	33	2
Test_03_Level_0	16	34	2
Test_03_Level_0	16	35	2
Test_03_Level_0	16	36	2
Test_03_Level_0	16	37	2
Test_03_Level_0	16	38	2
Test_03_Level_0	16	39	2
Test_03_Level_0	16	40	2
Test_03_Level_0	16	41	2
Test_03_Level_0	16	42	2
Test_03_Level_0	16	43	2
Test_03_Level_0	16	44	2
Test_03_Level_0	16	45	2
Test_03_Level_0	16	46	2
Test_03_Level_0	16	47	2
Test_03_Level_0	16	48	2
Test_03_Level_0	16	49	2
Test_03_Level_0	17	0	2
Test_03_Level_0	17	1	2
Test_03_Level_0	17	2	2
Test_03_Level_0	17	3	2
Test_03_Level_0	17	4	2
Test_03_Level_0	17	5	2
Test_03_Level_0	17	6	2
Test_03_Level_0	17	7	2
Test_03_Level_0	17	8	2
Test_03_Level_0	17	9	2
Test_03_Level_0	17	10	2
Test_03_Level_0	17	11	2
Test_03_Level_0	17	12	2
Test_03_Level_0	17	13	2
Test_03_Level_0	17	14	2
Test_03_Level_0	17	15	2
Test_03_Level_0	17	16	2
Test_03_Level_0	17	17	2
Test_03_Level_0	17	18	2
Test_03_Level_0	17	19	2
Test_03_Level_0	17	20	2
Test_03_Level_0	17	21	2
Test_03_Level_0	17	22	2
